sample_size,rep,observed_correlation,p_value,significant,null_corr_threshold,null_corr_variance
2000,94,0.06932685994690042,0.0028,True,0.06414823124726553,0.0005056895376914792
2000,95,0.029360536902127404,0.1848,False,0.06187603422171654,0.00049270659083524
2000,96,0.03176029403028515,0.1692,False,0.06404756970697283,0.0005146410884138064
2000,97,0.0755472596031518,0.0008,True,0.06293191440564926,0.000490936409603337
2000,98,0.0319544653614936,0.148,False,0.06274627966234958,0.0004903473945140163
2000,99,0.04139498579732608,0.0624,False,0.06258798926081142,0.0004940204062842571
1000,0,0.05524472909398241,0.0824,False,0.08934852752178368,0.0010130695539517936
1000,1,0.08182311125655398,0.0114,False,0.0906570745330269,0.0010292003261952057
1000,2,0.06123355987876702,0.0518,False,0.08592037912862262,0.0010079054637651549
1000,3,0.010876675721166504,0.7468,False,0.08839180116162218,0.0010055445346319953
1000,4,-0.020315292133771676,0.526,False,0.08865048481844412,0.0010178907599595881
1000,5,0.08024048193268703,0.011,False,0.08814302123701082,0.0010001306893175912
1000,6,0.08050761160131119,0.0132,False,0.08938546320659226,0.001009731483539204
1000,7,0.08637919354254953,0.0048,True,0.08658811674356831,0.0009778711342673134
1000,8,0.04362105345024842,0.17,False,0.08778677381787109,0.0010147139619634488
1000,9,0.056703320198837136,0.0768,False,0.09081898466221021,0.001048176493061676
1000,10,0.07601469978273342,0.0162,False,0.08857630337331909,0.0010027087861967236
1000,11,0.01570827831861316,0.633,False,0.08770991765361427,0.00099452153359163
1000,12,0.016813220925751004,0.6078,False,0.08804586532097451,0.0009868150206956935
1000,13,0.02607336001025296,0.4246,False,0.08661935231430509,0.0009880336367824485
1000,14,0.02109596101719816,0.5038,False,0.08674182596366517,0.0009990026911425927
1000,15,0.03799739143368504,0.2254,False,0.08876474369614878,0.0009943477290804506
1000,16,0.08038781040910302,0.0124,False,0.08850090194686915,0.0009977165818470311
1000,17,0.014014754650388308,0.6518,False,0.08639740316396796,0.0010002005240934801
1000,18,0.09405227552219192,0.0032,True,0.0870048832885298,0.0010026298167605282
1000,19,0.05857677370493288,0.0696,False,0.09008000683732359,0.0009860186216737376
1000,20,0.07888233954931541,0.0126,False,0.08997266167663433,0.0010133743291203634
1000,21,0.08305669369424842,0.0082,True,0.08899360074972945,0.0009942477356038916
1000,22,0.019509021397258592,0.5622,False,0.08690193349698987,0.0009992410642089915
1000,23,0.037670427478480005,0.233,False,0.0865774504757644,0.0010006404316688423
1000,24,0.07093349204298781,0.023,False,0.08660344585651113,0.0009880859046233735
1000,25,0.07967333913986302,0.0118,False,0.08585081197050015,0.0009654585470953059
1000,26,0.038425339057550925,0.2156,False,0.08853497528216055,0.0009829759977126769
1000,27,0.08923001243400672,0.0056,True,0.0886183957401773,0.0009900179577114001
1000,28,0.032942311534826935,0.2998,False,0.08729455159169625,0.0009992844315094328
1000,29,0.07941886347055756,0.0116,False,0.08860852976321891,0.001011050176883535
1000,30,0.08322598476520279,0.0082,True,0.08695457464619488,0.0009899477587700489
1000,31,0.0693012085660135,0.0314,False,0.088786319132362,0.0009991713031858003
1000,32,-0.020303301753840833,0.505,False,0.08975758780031369,0.0010084829849990385
1000,33,0.02604869889420913,0.4068,False,0.08762986661916364,0.0009952260829614275
1000,34,0.07839615179031413,0.0138,False,0.08722445728417558,0.0009940828314840304
1000,35,0.04343122402109682,0.1712,False,0.08562991788122161,0.0009943079864013114
